"topic_1","topic_2","topic_3","topic_4","topic_5","topic_6","topic_7","topic_8","topic_9","topic_10","topic_11","topic_12","topic_13","topic_14","topic_15","topic_16","topic_17","topic_18","topic_19","topic_20","topic_21","topic_22","topic_23","topic_24","topic_25","topic_26","topic_27","topic_28","topic_29","topic_30","topic_31","topic_32","topic_33","topic_34","topic_35","topic_36","topic_37","topic_38","topic_39","topic_40","topic_41","topic_42","topic_43","topic_44","topic_45","topic_46","topic_47","topic_48","topic_49","topic_50","msoa11cd"
0,0.035,0,0,0,2e-04,0,3e-04,0,0,0,0.0058,0,1e-04,0,0.1644,0,0,0.0013,0,0.2028,0.0031,0.0028,2e-04,0.0397,0,0.0041,0,0,0,0.0194,0,0.0018,0,1e-04,1e-04,0.0388,0.0292,9e-04,1e-04,0,0.3652,0.0194,0.0036,0.0581,0,0,0.0033,0,0,"E02004436"
0,0,2e-04,0.0116,0,0,2e-04,0.0118,0,0,0,0,0,0,0.2878,0.0445,0,0,0.0752,0,0.0196,0.0239,0,0,0,0.0026,0.1429,0.0028,0.0126,0,0,0,2e-04,0,0.0028,0,0.0045,0.0012,0,0,0,0,0.0064,0.0122,0.1983,0.0807,0,0,0.003,0.0551,"E02004437"
0,1e-04,0,0,0.0373,0,0,0,0.0116,0,0,2e-04,0.031,0,0.0393,0.0308,0.017,1e-04,0.1699,5e-04,0.1699,0,0.0751,0,0.0188,0,0,0.0051,0,0,0.0469,0.0074,0,0,0,0,0.1382,0.0084,0,0,0.0024,9e-04,0,0,0.0031,0.157,4e-04,0.0278,0,9e-04,"E02004438"
0,0.0273,0,0,0,0,0.0114,0,0,0.0176,0,0,0,0.0018,0.0198,0.0171,0,0,0.063,0.0153,1e-04,0,0.0172,0,0.0177,0,0,2e-04,0.2953,4e-04,0,1e-04,0,0,0.0142,0.0589,0.064,0.0083,0,0.0011,0,0,0.3378,0,2e-04,0.0096,3e-04,0,7e-04,4e-04,"E02004439"
0,0,0,0,0,0.0067,0,0.0131,0.0125,0,0.1876,0,0.0138,0.2346,2e-04,0,0,0,0,0.0235,0.0253,0.0012,0,0.0197,0,0.0017,0.0014,0.1966,0.0097,0.0109,0.0012,4e-04,0,0,0,0,0.0031,0.0176,0,0.0013,0.0147,0.1721,0,0,4e-04,4e-04,0,0.0302,0,1e-04,"E02004440"
0.0403,0,0,0,0,0,0,0.0105,0,0.0351,0,0,0,0.0113,0,0.0018,0,0,2e-04,0,0.0089,0,0,0,4e-04,0.3491,9e-04,0.0035,0.1375,0,0,4e-04,0.1337,0,0.2353,1e-04,0,0,0.004,1e-04,3e-04,0,0.0214,0,0,0,5e-04,0.0018,0,0.0029,"E02004441"
0.0681,1e-04,6e-04,2e-04,0.0105,0.004,0,0,0,0,4e-04,4e-04,0.003,0,0,0.005,0,0,0.0297,1e-04,0,0,0.0152,6e-04,6e-04,0.1022,0,0,5e-04,0,0,0,0,0,0.0036,0.0036,0,0,0.5976,0,0.0866,0,1e-04,0,0,0.0517,0.0104,0,0,0.0053,"E02004442"
0,0.2463,0,0.0011,3e-04,0,0,1e-04,0,1e-04,0,0,0.0059,0.0019,6e-04,0.0046,0.0175,0.0031,6e-04,0,0.0029,0.0358,6e-04,0.2436,0,0.0183,0.0329,0,0,4e-04,0,0.0348,0.1049,0.0261,0,2e-04,0.0087,1e-04,0,0.0068,0,0,1e-04,0,0.063,0,1e-04,0,6e-04,0.1379,"E02004443"
0.0016,0,0,0.0074,0,0,0.018,0.0405,1e-04,0,0,0,0,0.0013,0.0042,0,0,0.0061,0,0,0.0017,0.024,0,0.3657,0,1e-04,0,0,0,0.0473,0,0,0.0046,0.0119,0,0,0.0069,0,0.0087,0.41,0.0018,0.0099,1e-04,0.0021,0.0076,0.0043,0.0085,0,0.0055,0,"E02004444"
0,0,2e-04,0.0133,1e-04,0,0.0934,0,0.0793,0,3e-04,0,0,0.0462,0.0284,0.0202,0,0,0.1533,0.0372,0,0,0,4e-04,0.0054,0,0,0,0,0.0018,0,0,0.0042,0,0,0,0.0039,1e-04,0.1979,0.0017,0,0.0204,0,0.0012,0.0033,0,0.0016,0.2012,0,0.085,"E02004445"
6e-04,1e-04,0,0,0,0.0023,0.0201,0,0,0.1263,0.105,0.0045,0.0731,0.0331,0,0.0011,0,0.0046,0,0.1014,0.0052,0.1821,2e-04,3e-04,0,0.0096,0,8e-04,0.0073,0,1e-04,0,0.0092,0.0027,0.0117,0,0,0.0661,0,0.0035,0,3e-04,0.0694,0,0.0026,0,0,0.0068,0.15,0,"E02004446"
0,0.0035,0,4e-04,4e-04,0,0,0.009,2e-04,0,0,0.0651,0,0.0017,0.0501,0,1e-04,1e-04,0.1356,0,0.0405,0,0,0.2565,0,1e-04,1e-04,3e-04,0.0012,0.0968,1e-04,0,3e-04,0,0,0.0116,0,0.02,0.0193,0,0.0034,0,0,0,0.0278,2e-04,0.062,3e-04,0,0.1933,"E02004447"
0,0.0382,0.0491,0.0124,0,0,0,4e-04,2e-04,0,0,0.0295,0.0061,0.0658,0,0,0,0.0185,0,0.0067,0.3377,0.0621,0,0.053,0.0401,0.0147,0,0,0,0.0249,0,3e-04,0,2e-04,0,5e-04,0,3e-04,0,0,0.1734,3e-04,0.0305,0,0,0.0284,4e-04,0,0,0.0062,"E02004448"
0,0.0021,0,0.0016,7e-04,0,0,0,0,0,0,0.233,0.0049,0,2e-04,0,0.0686,0,9e-04,0.0088,0.0154,0.1852,1e-04,0.0033,0.0119,0.0108,0,0,0,0,0,0.0485,0.0302,0,0.1359,0.0068,0.057,0.055,3e-04,0,0,1e-04,0.001,0.0571,0,0.0011,7e-04,0.0526,0.006,0,"E02004449"
0.0898,0.026,2e-04,0.0898,0,0,0,2e-04,0,4e-04,0,0,0,0,0,0.0022,0,0,1e-04,1e-04,0,0,4e-04,0.0087,1e-04,0.0058,1e-04,0,2e-04,8e-04,1e-04,0,0.0091,0,0.3096,0,2e-04,0,0,0.0066,0,5e-04,3e-04,0.0167,0,0.3601,0,0,0.0687,0.0032,"E02004450"
0,0.0159,1e-04,0,4e-04,0,2e-04,0,0.0028,1e-04,0.0011,0.1473,0.0033,0.1461,0.0023,0,0,0,0,0,0,0,0,3e-04,0,0.0383,0,0,5e-04,0.027,0,0,0,0,0.0422,2e-04,3e-04,0,0.0052,4e-04,0.2546,0.0533,0.0238,0.0049,0,0,0.0167,0.2086,0.0039,2e-04,"E02004451"
0.0322,0.0452,9e-04,0.0336,0,0,0.1487,0,0.0754,1e-04,0,0.1404,0,0,0,0.0375,0,0.005,0,0,4e-04,0,0,0,0.0459,0.001,0,0,7e-04,0,0.0684,0.0407,0.0055,0.0321,0.1336,0,0.0135,0.0293,0,0.0282,0,0,0,0.0404,2e-04,6e-04,0,0.0405,0,0,"E02004452"
0,0,0,6e-04,2e-04,0,0.0039,0,0.3555,0.0607,6e-04,0.0893,0,0.1032,0.0196,0.0013,0.0089,0.0172,0,2e-04,0,0,0.078,0.0026,3e-04,0.002,0,0.0052,0,0.0179,0.0285,0,0,0.0486,0,0,1e-04,0.0097,0.001,0.0371,0,0.0123,0.0164,3e-04,0,0.0011,0.0714,8e-04,0.0054,1e-04,"E02004453"
8e-04,0.0032,5e-04,0,0.0919,0.0011,0,0,0,0.3102,7e-04,0.002,0,0,1e-04,1e-04,0.001,0.2612,3e-04,0,0,0,0.0116,4e-04,0.0042,0,0.0154,0.0141,0,2e-04,0,0.0539,0,0.0025,0,0,0.0143,0,0.0549,0.0358,0.0161,0.0022,0,0,0,0,0,0.0963,0,0.0051,"E02004454"
0,0.2353,0.0015,0.1006,0.0499,0,0.0036,0,0,1e-04,0,0,4e-04,1e-04,1e-04,0,0.001,0.0014,0,0,0.3186,0.004,0,0.02,0,0.0101,0,9e-04,0.0025,0.1122,0,0.0018,0.0535,0.0024,0.0189,0,0,0,2e-04,0.0027,4e-04,0,0.0085,1e-04,0.0031,0,0,0,0.0457,3e-04,"E02004455"
4e-04,0,0.0627,0,0,0,0,0.0324,0,0,0.0048,0,0,0.2465,0,0.0012,0,0.0353,1e-04,0,0,0.0053,0,0.0165,0,0,0.0017,0.1297,0,0,0.0459,0.0177,0,0.0218,1e-04,0,0,0,0.2425,0,0.0015,0.0099,0.095,1e-04,0.002,0.0059,0.0052,0.0151,3e-04,2e-04,"E02004456"
2e-04,0.0386,0.0077,0.0024,0,0,0,0,0,0.0793,0,0.2809,1e-04,0.0805,0,0.0014,0,6e-04,0,0,0.0363,0.0089,0.0858,0,0,0.0478,0,2e-04,0.0047,1e-04,0,1e-04,0,0,0.0255,0,0,2e-04,0,0.0025,0.1642,0.0032,0,0.0034,7e-04,0,0.0673,0.0545,0,0.0028,"E02004457"
0,0.3575,0,1e-04,0,0.0014,0,0,0.2664,0.2727,0,0.0019,0,0.0059,0,0,0.0028,0,0,0,0,9e-04,0.0241,0,0,0,0.0056,0,0.0044,1e-04,2e-04,0.0026,0.0011,1e-04,0.014,0,0,0,0.004,0.0231,0,0,0,0.0093,0,0,0,0,0,0.0014,"E02004458"
0,0,0,0,0,0,0.0382,0,0.0255,0,0,0.0881,0,3e-04,0,0,0.0051,3e-04,0.2309,0,0,0,0.0447,0,0,0,0.2226,0,0.0136,6e-04,0.0013,0,0.12,5e-04,0,0,0,0,0.0331,0.0017,2e-04,0,0.0032,0,0.0054,0,0,0.002,0.1622,3e-04,"E02004459"
0,0.002,0,0.0111,1e-04,9e-04,0.0128,0.0013,0.1384,0,8e-04,0.0088,0,0,0,2e-04,0.1508,0,0,0.0157,0.0815,0,0.047,1e-04,0,0.0101,0,0.036,0,0.0354,0,0,0,0.2212,1e-04,0,0.1244,0,0,2e-04,0.0251,0,0,1e-04,0.027,0.0163,0,4e-04,0,0.0322,"E02004460"
0.0102,0,0.0033,0,0.0018,0,0,0,0,0,0.0938,0,0.0459,0,0.01,0,0,0,0.0014,0,0.0088,0,0,0,0,0,0.3455,0.0063,0,0,1e-04,0.001,0.0703,0,1e-04,0,0.0011,0.023,0.1853,6e-04,0,0.0327,0.0938,0.0182,0.017,0,0.0108,0,0.019,0,"E02004461"
0,0,0.0203,0,0,0,0.1363,0.3559,3e-04,0,0.0377,1e-04,0,2e-04,0,0.009,0,0.1513,0,0,0.0049,0.0027,0,0.008,0.0043,0.0031,1e-04,2e-04,0.1352,0.0043,0,0,0,0,1e-04,2e-04,0.0645,0,0,0.0041,0.0117,0,0.0242,0,0.0018,0.0022,0,0.0108,0.0036,0.0027,"E02004462"
4e-04,0.1427,0.0177,0.0022,0,0,0.1202,0.001,0.0859,0.0016,4e-04,0,0,0,0.0147,0,0,0,1e-04,1e-04,0.0592,0.0173,0.0037,0,0.1263,3e-04,2e-04,2e-04,1e-04,0,0.244,0.0018,0.0322,0,9e-04,0.0012,0,0,0.0325,0.0073,0,2e-04,0.0045,0,0.0053,0.0614,0,0.0066,0,0.008,"E02004463"
0,0,0,0.0039,0.005,0.099,0,0.1497,0,0.0405,0.0089,0,0.0606,0,0,0.1462,0,0.0219,0.0483,0.0506,0.0074,0.003,0.0023,0,0,0,0,0,0,0,0,0.116,4e-04,0.0064,0.0301,0.0055,0.134,3e-04,0,0.0012,0,0.0052,0.0259,0,0,0,1e-04,0.0272,0,3e-04,"E02004464"
0,0,2e-04,0.0952,0,0,0,9e-04,0,0,0,0,1e-04,1e-04,0.0031,0.0018,1e-04,0,0.002,0,0,4e-04,0.0049,0,0.0697,0,0.0025,0.2698,0.0258,0,0,0.0011,9e-04,0,9e-04,6e-04,0,0.1118,0,1e-04,0.001,0.0017,8e-04,0.3937,2e-04,0,7e-04,0.0082,0.0016,1e-04,"E02004465"
2e-04,0,0.0454,2e-04,0,0,0,0.0038,0.026,0,0.0012,5e-04,0.0416,0,0.0495,0.0683,1e-04,0,0.0314,0.1881,0,0.0028,0.3309,4e-04,0.0525,0,7e-04,0,1e-04,0,0.0224,0,0,0,0.0112,0.0336,0.0014,0.0234,0,1e-04,0.0266,0.0036,0.0019,0,0,0,0.005,0.0266,0,5e-04,"E02004466"
0,0,0,0,7e-04,0,3e-04,0,0,0,0.0014,0,0.0089,0.0829,0.1422,0,0,0,0.0205,0.011,5e-04,0.0139,0,0,0.0026,0,0,0.0015,0.2521,0,0,0.004,0.0371,0.006,0.0038,0.0133,0,0,3e-04,0,0,0.0897,0,0.2874,5e-04,0,0.0192,0,0,0,"E02004467"
0,0.0144,0,6e-04,0.0109,0,0.0217,0.3534,1e-04,0,0,0,0,5e-04,0.0047,2e-04,0,0,0,2e-04,0,4e-04,0,0,0.1064,0.1895,0,1e-04,0.0157,0.0053,0,1e-04,7e-04,0.0201,0,0,0.0016,1e-04,0,0.0721,0,4e-04,0.1804,2e-04,0,0,0,0,0,0,"E02004468"
0.2613,0.0164,0,0,0,0.0072,0,8e-04,0,0,0.0014,0,7e-04,0,0.0298,0,0,0.0064,0.003,0.0271,0,0,0.0147,0.0435,0,0,0.0025,0,0,0,0.0169,9e-04,0,0,3e-04,0.1295,1e-04,0,3e-04,0.0188,0.3366,0.0188,0.0012,0,0.0019,0.0037,0,0,0.05,0.0062,"E02004469"
0,0,0,0.0045,0.0014,5e-04,0,0.0042,0,0.0033,0,0.0023,3e-04,0,1e-04,0,0,0,0,0.0012,0.1246,0.0325,0,0,0,0.0195,0,0.0087,0.0045,1e-04,0,0,0,1e-04,0,0,0,5e-04,0.0029,0,0.4757,0,0.0647,0,0.1308,0,0.0332,0,0,0.0844,"E02004470"
0,3e-04,0,0,0,0,0.0132,0,0,0.1625,0,0,0,0.0034,0,0,0,0.0401,0.2474,0.0139,0,6e-04,3e-04,0.003,0,8e-04,0,0.0154,0,1e-04,0.4288,0,0,0.0036,0.0333,0,0,0,0,0,0.0128,0,0,0,4e-04,0,0.0045,0.0056,0.0068,0.0032,"E02004471"
0.0356,0.0085,0,0,0,0.0239,0,0.0055,0.4167,0.0049,0,0.0368,0.0479,0,0,0,0.0193,0,0,4e-04,0.0497,0.1026,3e-04,2e-04,0.025,0.0238,0,0.0067,0.0021,0,0.0202,1e-04,0,0,0,1e-04,0,1e-04,1e-04,0,0.0015,0.0044,0,0.0913,0.0215,0,0,0,0,0.0508,"E02004472"
4e-04,0.0203,0,0,0,0,0,0.1273,1e-04,0,0,0,0,0.0814,0.0206,4e-04,0.0228,0,0.0064,1e-04,0.005,0.002,0.0028,0.0083,0,0.0504,0.2766,0,0,0.0589,0,0.0064,0,1e-04,0.0967,0.0024,0,4e-04,0.001,0.0672,0,0,0.0034,0,0,0.0751,0.025,0.0339,0,0.0045,"E02004473"
0,0.0107,0,0.0039,0,0,0.0015,2e-04,0.0697,0.0972,4e-04,0.0209,1e-04,0.0088,0,0.139,6e-04,0,0.0072,0.0083,0.1264,0.0025,0,0.0045,0.0108,0,0,0,5e-04,0.0043,1e-04,0.0664,0,0,0.0492,0.0104,0,0.1193,0.0457,4e-04,1e-04,1e-04,0,0.0219,0,0.0561,0,0.0034,0,0.1094,"E02004474"
0.2591,0,4e-04,0.016,1e-04,0,0.0011,7e-04,0.0379,0.0081,0.014,0,2e-04,1e-04,0.0354,0.0024,0.0091,0,1e-04,0.0018,0.004,1e-04,0.2234,0.0153,0.0575,0.0233,0,0,0.0625,0,0.0011,0.0523,0,0,1e-04,0,7e-04,0,0.135,0.0167,0,0,0.0011,0,0.0156,0,0.003,0,0.0017,0,"E02004475"
0,0.0214,0.002,0,0,0,0.0028,0,0.0191,0,0,0.2781,0.0307,0.0488,1e-04,0.0503,0.062,0.176,0.0098,0,3e-04,0,0,0,1e-04,0,0,0,0,0,0.2028,0.001,0,0.0214,0.0637,0,0,0.0034,0,0,0,0,1e-04,1e-04,0,3e-04,0.0053,0,6e-04,0,"E02004476"
0,0,0,0.0155,2e-04,0,0,0,0,0.0247,0.0558,0,0.0095,0,0,2e-04,0.006,0.0418,0.0023,0,0,0.1206,0.0036,0.093,0.1005,0.0076,0,0.0625,0,0,0.0039,0.0337,0,0.0072,3e-04,0.0113,0.0414,0,0.0401,1e-04,0,0,0.0562,0,0.2158,0.0023,0.0427,0,0,0.0011,"E02004477"
0.2068,0,0,0.0074,6e-04,0,0,0.0013,0.0127,0,0,0,8e-04,8e-04,0,0,0,3e-04,0,0.0693,0.001,0,7e-04,0.0031,0,0,0,0,0.0088,1e-04,7e-04,0.1102,0,0.0843,0,0,7e-04,1e-04,0.0316,1e-04,0.0112,0,0.4422,0.0051,0,0,0,0,1e-04,0,"E02004478"
0,8e-04,0.0157,0.0029,0,0.0021,0,0,0.1101,0.0172,0,0.0863,8e-04,0,0.0684,1e-04,0.0026,0.0022,0.0129,3e-04,0.0208,0,0,0.1723,0.0282,0,0.1039,0.0019,0.1319,1e-04,0,0.0044,0,0,0.0012,0,0,0,0,0.064,0.0033,0,0.0011,1e-04,0,0.0999,0,0,0,0.0442,"E02004479"
0.0022,0,0,0.0012,0.4824,0,0,0,0.0019,0.0047,0,0,0,0.0062,7e-04,0.2203,0.0176,0,1e-04,0.0023,0,0,0.0014,0,0.0065,5e-04,0,0.0136,0,0,0.0011,0,0.0025,1e-04,0,0,0,0,0.0175,0.0188,0.1898,0.0016,6e-04,0,1e-04,0,0.0053,7e-04,0,0,"E02004480"
0,0.127,0,0,0.0021,0,0.0046,0.0281,0,2e-04,0.0556,0.038,0,0.011,0,0,0,0,0,0.0602,0.0495,0.0064,0.4304,0,8e-04,0.0159,4e-04,0.0021,0.0011,6e-04,0,0,0.0138,0,0,0.091,0.0035,4e-04,0,0.0063,1e-04,0,0,0,0,0.0024,0,0,0.0463,0.0019,"E02004481"
0,0,0.0255,0.0094,0.0216,1e-04,0,0.0078,1e-04,0,0,0,0.1257,0,0.0575,0.0229,4e-04,0.016,0.0012,0,0.1962,0.0016,0,4e-04,0,1e-04,5e-04,0.2657,0.0016,0.0014,0,0.0013,0.0227,0,0.0134,0,0,0,0.077,0,0,0,0,0.001,0.095,0,0.0257,0.0035,0,0.0045,"E02004482"
0.0319,0,0.1551,0.0021,0,3e-04,0,0,0.0017,0,0.0107,0,0,3e-04,0,0.0128,0.0392,0,0.433,0,0.0867,1e-04,3e-04,0.0235,0,2e-04,0,0.0034,0,0,0,0,0.0951,0,0,0.0292,0,0,0.0014,0.0085,0.0107,0,0.0126,0.0051,0,0,0.0034,0.0236,1e-04,0.009,"E02004483"
0,0.001,0,0,0,0.0015,0.0119,0.0077,1e-04,0.0023,0.0054,0,1e-04,0.1227,0,0.0025,0.2509,0.0028,3e-04,0,0,0.0078,0.0153,0.0137,0.0096,0.0534,0,0,0,0.0286,0,0,0,1e-04,0,0.0033,0,0.0263,0.0518,0.0038,0.0031,2e-04,0,0,0,0.0135,0.0443,0.3156,0,3e-04,"E02004484"
0,0.0015,0,0,0,0.094,0.0594,0,0,0,0.0383,0.0042,1e-04,0,0.0102,0,0.0251,1e-04,0,0,0.0488,0.0014,2e-04,0.0278,0.1859,0,0.4279,0,0,4e-04,0,0,0.0039,0,0,0,0,0,0,0,0,0.0481,0.0012,5e-04,0,0,1e-04,0,1e-04,0.0205,"E02004485"
0,0,1e-04,2e-04,0,0,0.0049,0.0327,0.0013,1e-04,0.0379,1e-04,0.037,0,0.0318,0.0011,0.0052,0,0,0.0033,0.0152,0.0732,0,2e-04,3e-04,0,0,0,0,0,0,0,0.0147,0.0025,0.0778,0,0,0,0,7e-04,1e-04,0,0,0.046,0.0197,0,0.3085,0,0.2844,9e-04,"E02004486"
0.0136,0,6e-04,0,0,3e-04,0.0078,0.007,0.0165,0,2e-04,0,0.0292,0.0891,2e-04,0.0124,1e-04,0,0,0,8e-04,0.0085,0,0.1529,0,3e-04,0.0077,0,0.0071,0.0259,0,2e-04,0,0,0.037,0.0387,0.0042,0,0.0224,0,0,3e-04,2e-04,0.0174,0,4e-04,0.4824,0.0012,0.0155,0,"E02004487"
0,0,0,1e-04,0.0136,6e-04,0.0466,0.0416,0.0081,0.0013,0.0165,0,0,0.0036,0,7e-04,0,0.0012,1e-04,1e-04,0.1346,0.011,0.0033,0,2e-04,0,3e-04,0.1001,0.2064,0,0.0028,0.3482,0.0048,0,8e-04,3e-04,0,1e-04,0,0,0,0.0018,0.0015,0,5e-04,0.0062,0.0013,0,0.0328,0.0087,"E02004488"
0,1e-04,0.0019,0,2e-04,0,0,0.001,0,0,0,0,0,2e-04,0.1544,0,0.0042,0,0.0245,2e-04,0,0.0028,0,0,0,0.3659,3e-04,0,0,0.0057,0.1829,0,0,7e-04,0.0195,9e-04,1e-04,0,0.0079,3e-04,0,0,0.0586,0,0.1538,0,0,0,0,0.014,"E02004489"
0.0163,0,0,0.2059,0.0066,0.2543,0.207,5e-04,0,0.0022,0,0,0,0,0,0,0,0.013,0.0824,0,0,0,0.0014,0,1e-04,0,0.0057,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0.0049,0,1e-04,0,0.0157,0.0945,0.0139,0,0,1e-04,0.075,"E02004490"
0.0044,5e-04,2e-04,0,0,0,0.2243,0,0,0,0.0022,0,0,1e-04,0,1e-04,0.1177,0,0,0.0129,0.0643,1e-04,0.0043,0.3945,2e-04,0.0715,3e-04,0,0.0046,0,0.0057,0,0,0.006,0,0,0.0019,0,0,0,0,0,0.0129,0.0332,0.0073,0.0303,0,5e-04,0,0,"E02004491"
0,0,0.0656,0,0.005,0,4e-04,1e-04,2e-04,0.1361,0.1751,0,0.0171,0,0,0,0,4e-04,0.1074,0,0,0,0,0,0,0.0168,0,0.0012,4e-04,0,7e-04,0.0102,0.0956,0,0.01,4e-04,0.0124,0.1212,0,0,0,0.0657,0.0685,0.0451,0.0445,0,0,0,0,0,"E02004492"
3e-04,0,0.0013,0.004,0,0,4e-04,0.0054,0,0.001,0,3e-04,0.0031,0.0515,2e-04,0,0,0,0.128,0.1892,0.0113,0.0674,0,0.0052,0,0.258,0.0428,0,0.0085,0,0,0.0221,0.0062,0,0.0213,0,0.0022,0.002,0,0.0668,0,0,1e-04,0,0,7e-04,0,0,0,0.1007,"E02004493"
0.0095,0,0,0,0,0,0,0,0.0012,0.0567,7e-04,0.1556,0,0,1e-04,0,0.2406,0,0,0.0194,0,0,0,0,0.0354,1e-04,0,0,0.008,0,7e-04,0,0,0.0221,0,0,0,0,0,0,0,0.1384,0,0,1e-04,0.1966,0,0.0319,0.0807,0.0025,"E02004494"
0.0044,0,0,0.1359,0,0,0,0,0,0.0224,0,0,0,0.1146,0.1054,0.2017,0,0,0,0,0.0055,0.0189,6e-04,0.0065,0.0037,0.0235,0,0.2447,0,1e-04,0.022,0,0,0,0,1e-04,0,0.0044,0.0133,0.0066,2e-04,0.0016,0.0042,0,0.0239,0,0.0235,0,0,0.0122,"E02004495"
0,0.033,0,0.029,0,0,2e-04,0.0019,2e-04,0.0012,1e-04,9e-04,0.009,0,3e-04,0,0,0.001,0,0.0704,0.0036,0,0.0084,0,0.03,0.1223,0,0.3241,0,0,0,0,0.007,0,0,0.2257,7e-04,0,0.0462,0,0,0,0.0261,0,0,0,0,1e-04,1e-04,0.0585,"E02004496"
0.003,0,0,9e-04,0.0476,0,0,0.0272,0,0,0,0.001,0,0.3539,0.0014,0,0.0298,0.0711,0,0.025,0,0.001,0,0,0.0324,0,0,0,0.0306,0.0305,4e-04,0,0,1e-04,0,0,0.0036,0,0,0.3324,7e-04,0,0.0066,4e-04,1e-04,2e-04,0,0,0,1e-04,"E02004497"
0,2e-04,8e-04,0,0,0,0.2377,0,0,0.0018,0.0088,0,0.0012,0.0035,0,0,0,0,0,0,0,0,0,0,0.0137,2e-04,0,0.0035,0.0167,0.0028,0.2076,0,0,0.0511,0.0363,0.0183,3e-04,0.0078,0,0,0.2533,0.0495,0.0022,0.0013,0,0,0.0146,0.0271,0.0266,0.0129,"E02004498"
0,0,1e-04,0.0089,1e-04,8e-04,0,0,0.0114,0.0108,0.0383,0,0.0332,0,0,0,0,0.0159,0,0.0021,0,0,0,0.0038,0,0.1825,0.0021,0,0.1389,0.0066,0.1756,0,1e-04,0,4e-04,0,0,0.0568,0.0158,0,2e-04,0,0,3e-04,8e-04,0.0028,0.0066,0.285,2e-04,0,"E02004499"
0.0408,0,0.0013,0,0,0,0.4649,0.0578,7e-04,0,0.0535,7e-04,1e-04,0,0.0013,0.0113,0,1e-04,0.0103,0,0,2e-04,0.058,0,0.0118,0,0.0048,0,0,0.0196,0,0.0035,0.011,6e-04,0.1313,0,0,0,0,0.0014,0,0.0869,2e-04,0,0.0099,0,5e-04,0,0.0175,0,"E02004500"
3e-04,0,0.0325,8e-04,0,0.0201,0.0011,0,0,0,4e-04,0,2e-04,0.0175,0,0,0.0012,0,0.0116,0,0.0371,0,0,3e-04,0.0933,0.2024,0.0511,0,0.0407,0.0039,0.0543,7e-04,0.0036,0.0019,1e-04,6e-04,0.071,0,0.125,2e-04,0.0113,0.1489,0.0129,0.0168,4e-04,0.0011,0,0.0042,0,0.0324,"E02004501"
0.0604,0,0.0315,0,0.0253,0,0.0117,0,0,0,0,0,0,0,0,0,0.1113,0,0.0117,0,0.0673,0,1e-04,0.1221,4e-04,0.047,3e-04,0.0168,0,0,1e-04,0.0635,1e-04,0.1943,0,0,0,0,0.0357,0.0157,1e-04,0.0821,0,0,0.098,9e-04,0,0,0.0035,0,"E02004502"
5e-04,1e-04,0.0518,0,4e-04,0.0027,0.0645,6e-04,0,0.0014,0.0057,0,0,0,0,0,0,0,1e-04,0,1e-04,0,0.2664,0.5513,0,0,0,0.0119,0.0013,0,0,0.0082,0,0,0,0.0077,4e-04,0.0061,0.0123,0,0.0054,3e-04,4e-04,0,0,0,0,1e-04,0,1e-04,"E02004503"
0.012,0,1e-04,9e-04,0.0138,0,0.1709,0,0.1535,0.134,0.0052,0,6e-04,0,0.0285,0,9e-04,0,0.2829,0.0076,0.0057,0.0418,0,0.0027,0.0056,0,0.0541,0.0117,0.002,0,0.018,0,0,0.002,0,0,0.0013,0,0,2e-04,0.0117,0,0,5e-04,0,0.0012,0.0288,0.0018,0,1e-04,"E02004504"
0.0619,0.0335,0,4e-04,0,0,0,0,0,0.0024,0.0295,0,0.0361,4e-04,0,0.0012,0,0.0207,0,9e-04,0.2768,0,0.0386,0,4e-04,1e-04,0,0,0,1e-04,0.3029,0,0,0,1e-04,3e-04,0,0,0,0,0.1235,0,0.0011,0,0,1e-04,0.034,0.0252,0.0092,6e-04,"E02004505"
0.0102,0,0.0286,0,0,0,0.0052,0,0.0761,0.0116,0,0,0.0182,0,0.0079,0.0041,0,0,0.3668,0,0,0.0769,0.0625,0.0275,0,0.0028,0,0.0093,0,0,0,0,0.0018,0,0.0094,0.0883,1e-04,0,9e-04,0.003,0.0718,0.0083,0.0252,0.0018,0,4e-04,0.0168,0,0.0644,0,"E02004506"
0.3197,0,0.0111,0,0,0.0846,0,1e-04,0.0098,0.0045,0,0,0,0,0,0,0.0155,0.1264,0,8e-04,0,3e-04,0,0.0087,1e-04,1e-04,0,0,0,0.0025,2e-04,0.0139,0,0.0035,0,0,4e-04,0,0.3426,0.0313,0,0,0.0023,0,2e-04,0.0211,0,0,0,0,"E02004507"
0.0016,0,0,0,1e-04,0,0.0797,0,0.0496,1e-04,0,0.0074,0.0672,0,6e-04,0,0,0,0.1181,0.0589,0.0058,0,0.0011,0.0052,4e-04,0,5e-04,0.0184,0.0011,7e-04,0,0.1479,0.1592,0,0.158,0,3e-04,0.0022,0.0951,0,0,0,0,1e-04,0.0011,0,0,0,0,0.0196,"E02004508"
0.0123,0,0,0.0314,0,0,0.1897,0,0,9e-04,3e-04,2e-04,0,0.1144,0.0413,0.259,0,0,0,0,0,0,0,0,0.0018,0,1e-04,1e-04,0,0,0.0026,0.0091,0.2121,1e-04,3e-04,0,0.0074,0.0414,0,0,7e-04,0.0073,0.0062,0.0024,0.0498,0,0.0089,0,0,0,"E02004509"
